"country","year","militaryexpenditures","lifeExp","GDPpercap","lit","HIV","HC"
"Qatar",2006,2.09347525975441,76.7,64141918.1959968,NA,"0.06",1675.30958029
"Romania",2006,1.83570391872279,72.8,4888096.85575278,NA,"0.1",289.82734646
"Russia",2006,3.59249829328298,66.7,5308400.38836966,NA,"0.9",365.92347685
"Rwanda",2006,1.75356830760268,61.6,582116.05359946,NA,"3",35.47798131
"Saudi Arabia",2006,8.29444264331403,77.9,18880360.0535628,NA,NA,547.65636705
"Senegal",2006,1.58550562943972,62.5,1078979.28558401,41.8911516422057,"0.8",48.90038171
"Serbia",2006,2.4128563214955,73.6,2205361.77911786,NA,"0.1",371.31195974
"Seychelles",2006,1.40894734047948,72.3,15443083.2923502,NA,NA,458.34585334
"Sierra Leone",2006,1.98691188592609,52.7,485785.031133654,NA,"1.6",34.81452313
"Singapore",2006,4.00033508851778,80.2,59851009.876173,NA,"0.1",1073.4381546
"Slovak Republic",2006,1.6326806671155,74.5,14668219.5181257,NA,"0.06",760.48181368
"Slovenia",2006,1.56224854713757,77.9,25176216.7684124,NA,"0.06",1604.91488429
"South Africa",2006,1.41714881901436,52.5,7096180.62023524,NA,"18.1",460.77424926
"Spain",2006,1.16747349441478,80.7,32148923.569595,NA,"0.4",2341.53245951
"Sri Lanka",2006,2.79717424149618,73.9,2151251.07577054,90.8088259413198,"0.06",56.92679786
"Sudan",2006,4.22285757660097,64.9,928257.74528,NA,"0.7",44.89336272
"Swaziland",2006,1.98376916140667,43.1,3431369.2177088,NA,"25.7",151.42458841
"Sweden",2006,1.39753029397381,80.8,64863880.7970272,NA,"0.1",3932.30708688
"Switzerland",2006,0.85089126043086,81.5,75754364.975484,NA,"0.4",5569.14614551
"Syria",2006,4.39302629070808,75.7,2737860.9828442,NA,NA,66.28076532
"Tanzania",2006,1.03114228046758,57.9,788448.31792,NA,"6",23.43245994
"Thailand",2006,1.08477580259069,73.5,4917034.86275202,NA,"1.4",107.53309915
"Timor-Leste",2006,3.84010779249944,68.5,599771.369724024,NA,NA,56.43158413
"Tunisia",2006,1.44680162863531,76.4,5552514.11851536,NA,"0.06",193.52809153
"Turkey",2006,2.53958781949071,76.7,10309322.194882,88.119386807061,"0.06",441.00399484
"Uganda",2006,2.19666711123092,54.9,646154.798539502,71.3731446401388,"6.3",33.34782521
"Ukraine",2006,2.77164694488499,67.9,2074624.51803476,NA,"1.1",147.83547937
"United Arab Emirates",2006,3.74544554018468,75.7,63859596.3334294,NA,NA,1108.79407455
"United Kingdom",2006,2.35142785961432,79.2,57826192.5836178,NA,"0.2",3419.30839795
"United States",2006,3.9630478050246,77.8,76698797.577183,NA,"0.6",7072.56063194
"Uruguay",2006,2.06282406376667,75.7,14467812.3818131,97.7896321077334,"0.5",493.01044005
"Venezuela",2006,1.63380840027311,74.5,10802843.4386663,NA,NA,387.87664439
"Vietnam",2006,2.1120515341806,73.5,1163156.55489973,NA,"0.4",46.66239905
"Yemen",2006,4.30846683494059,65,1147791.41780811,NA,NA,51.62004423
"Zambia",2006,1.93720044414616,47.9,744167.350985468,NA,"13.8",57.70214334
"Zimbabwe",2006,2.96992970258407,45.5,702344.093313856,NA,"17.2",NA
"Afghanistan",2007,2.19546391752577,52.4,NA,NA,NA,28.80876746
"Albania",2007,1.82014462809917,76.6,3363227.8194685,NA,NA,232.18043877
"Algeria",2007,2.9011381388083,75.3,4310970.46218624,NA,"0.1",140.85097056
"Angola",2007,3.36223166053211,56.2,1125975.3695597,NA,"1.9",85.29308127
"Argentina",2007,0.875001415791444,75.2,18777377.0451688,NA,"0.4",562.40893436
"Armenia",2007,3.04196186345122,72.3,2848381.1239768,NA,"0.1",116.26410488
"Australia",2007,1.88149313917773,81.5,49531097.8035194,NA,"0.1",3956.46872365
"Austria",2007,0.93314431875372,80.1,54072974.6638466,NA,"0.3",4604.06822175
"Azerbaijan",2007,2.86313710971245,69.1,3891275.09822178,99.6019062009647,"0.1",187.42808607
"Bahrain",2007,3.19622212304015,77,26746439.8794352,NA,NA,725.26664661
"Bangladesh",2007,1.20101109705046,67.7,967941.736075306,NA,"0.06",NA
"Belarus",2007,1.64976591437478,69.7,4506928.22293656,NA,"0.2",299.61555579
"Belgium",2007,1.12353862554867,79.5,50069333.8458634,NA,"0.2",4169.85473422
"Belize",2007,1.07695180468168,70.6,7361832.85846258,NA,"2.4",208.64979805
"Bolivia",2007,1.6891697989235,70.9,2264427.75961954,90.7434698727354,"0.2",65.08928224
"Bosnia and Herzegovina",2007,1.27770653965928,77.3,4211156.05604686,NA,NA,393.7809477
"Botswana",2007,2.47524241034127,52.4,8321325.19406944,NA,"25.1",504.80692983
"Brazil",2007,1.53674233770606,73,8595647.70798624,90.0093695609266,"0.4",610.00954544
"Brunei",2007,2.63836518874875,76.8,36833810.0240214,NA,NA,782.81849354
"Bulgaria",2007,2.45079202028096,72.9,4988705.30786412,NA,"0.1",374.66239958
"Burkina Faso",2007,1.40834543501505,57.4,526029.854121376,28.7292135965511,"1.3",29.80479692
"Burundi",2007,3.50996929811594,57.9,266573.755944824,NA,"3.6",17.64229141
"Cambodia",2007,1.06443147133141,65.4,1020039.53267511,NA,"0.6",31.83455106
"Cameroon",2007,1.43241928017412,55.7,1295889.08838734,70.6799377977052,"5.4",52.88653437
"Canada",2007,1.22307364919596,80.6,52459486.1629208,NA,"0.2",4340.35597156
"Cape Verde",2007,0.596725468988923,69.6,3471767.78289872,NA,NA,137.26832125
"Central African Republic",2007,1.12669126691267,46.2,454541.235974778,NA,"5.5",16.71703066
"Chad",2007,5.56879094699226,54,584286.92988069,NA,"3.5",28.34740527
"Chile",2007,3.05876102062307,78.3,12821613.4634026,NA,"0.4",683.07534313
"China",2007,2.05409642769833,73.1,3728205.40444078,NA,NA,114.48075394
"Colombia",2007,3.26673966297973,75.9,6136954.53158572,92.6517943076772,"0.6",336.59187281
"Congo, Dem. Rep.",2007,2.04933374947695,57.1,195820.365922016,61.2055452473384,NA,10.21864016
"Congo, Rep.",2007,1.26386444592486,58.3,2202439.96174236,NA,"3.5",60.21649344
"Cote d'Ivoire",2007,1.63374168394923,54.9,1144192.53890847,NA,"4.1",61.25118446
"Croatia",2007,1.64966086365789,76,13303482.9511256,NA,"0.06",1008.04586996
"Cuba",2007,3.20117399131451,77.5,8331200.76642258,NA,"0.1",585.94379564
"Cyprus",2007,1.8577996095472,79.8,30497730.572,NA,NA,1674.05996645
"Czech Republic",2007,1.50028408990073,76.8,15736632.5365993,NA,"0.06",1140.34198614
"Denmark",2007,1.3408531060649,78.4,65534806.9844448,NA,"0.2",5664.94817648
"Djibouti",2007,4.07119109713125,61.5,1674555.85919372,NA,"2.6",77.96119213
"Dominican Republic",2007,0.670937611305236,73.7,7188146.50153874,NA,"0.8",231.0647034
"Ecuador",2007,2.87889543946262,74.5,3237736.0049073,84.1927228758109,"0.4",228.48132409
"Egypt",2007,2.50214822771214,70.3,3531738.85384726,NA,"0.06",84.63868769
"El Salvador",2007,0.994782366487772,73.5,5218179.8302493,82.0286341373231,"0.8",206.98687236
"Estonia",2007,2.02247712650215,73,14144871.7273801,NA,"1.2",835.69732601
"Ethiopia",2007,1.87744848139693,58.6,352214.807738058,38.9959815360089,NA,11.79987036
"Fiji",2007,2.22499718683757,64.9,4590876.60072774,NA,"0.1",151.92802923
"Finland",2007,1.22504587666129,79.4,57678444.8121918,NA,"0.1",3743.79526217
"France",2007,2.34646947609866,81,47032446.3457502,NA,"0.4",4483.03121077
"Gabon",2007,1.06392009152831,61.6,8286669.16023762,NA,"5.3",233.69018814
"Gambia",2007,0.54534047584576,65.3,1196164.53664089,NA,"1.5",21.49527066
"Georgia",2007,9.15629195397693,72.1,2438896.63890806,NA,"0.1",188.1498862
"Germany",2007,1.28021412394482,79.9,50594770.7868472,NA,"0.1",4230.81650913
"Ghana",2007,0.509619465108971,61.6,635472.726624564,NA,"1.9",65.56446253
"Greece",2007,2.79883680317143,79.8,29603108.4550292,NA,"0.1",2677.09804954
"Guatemala",2007,0.398456449244938,71,3755502.9335311,NA,"0.7",183.88841435
"Guyana",2007,1.22106709905694,64.9,2214703.93688642,NA,"1",122.56129523
"Honduras",2007,0.776222024836052,71.6,2819958.09153288,83.5889940225326,"0.8",102.22123151
"Hungary",2007,1.30524566671683,73.6,11768281.9235864,NA,"0.06",1023.25819548
"India",2007,2.34204716578205,64.3,1346009.38193486,NA,"0.34",40.39964904
"Indonesia",2007,0.774786825419629,69.2,2006728.8671809,NA,"0.1",50.56796819
"Iran",2007,2.73067581503204,72.8,4250060.50476838,NA,"0.2",219.91363806
"Iraq",2007,3.40841310761275,65.3,1399411.11925633,NA,NA,107.94831482
"Ireland",2007,0.528081248321206,80.1,63087205.0541186,NA,"0.2",4552.41276529
"Israel",2007,7.46541939543664,80.3,42939069.0159676,NA,"0.2",1737.4308798
"Italy",2007,1.69058155549276,81.3,40582453.2795604,NA,"0.3",3094.56601399
"Jamaica",2007,0.626002166847237,75.3,NA,NA,"1.7",230.11441945
"Japan",2007,0.928504925774189,82.4,81674533.287077,NA,"0.06",2805.83281494
"Jordan",2007,6.03391737003237,76.3,4761018.67961006,92.1995768836011,NA,251.95912877
"Kazakhstan",2007,1.29963172950477,65.8,4664589.8591362,NA,"0.1",231.72461399
"Kenya",2007,1.81624019027953,59.8,922038.749498776,72.1570281562013,"6.4",32.12121197
"South Korea",2007,2.64252886884585,79.4,30226705.5562402,NA,"0.06",1364.58166338
"Kuwait",2007,3.61867345999202,77.7,50200056.2004072,93.6641851484411,NA,1000.04417483
"Kyrgyz Republic",2007,3.38765180830979,67,700688.213047858,NA,"0.2",48.6514657
"Lao",2007,0.345220504023153,61.7,923326.578446262,NA,"0.2",27.63144142
"Latvia",2007,1.67119874996076,71.3,12592454.2323792,NA,"0.6",881.71641385
"Lebanon",2007,4.59852275434834,77.5,10873303.7702344,89.6124388817029,"0.1",510.09092722
"Lesotho",2007,2.49673136769038,43.3,892640.831820404,NA,"23.5",63.94193623
"Liberia",2007,0.472613202952061,59.3,434273.056325078,42.941084070437,"1.8",24.83121951
"Libya",2007,0.921232876712329,75.5,15473088.5485173,NA,NA,340.50950288
"Lithuania",2007,1.37327694283215,71.4,11678291.2047512,NA,"0.1",724.86750045
"Luxembourg",2007,0.557474560221923,80.6,112570553.699686,NA,"0.3",7625.16870987
"Macedonia, FYR",2007,1.99238881171761,74.3,4221371.47030056,NA,NA,274.16154661
"Madagascar",2007,1.1192077444931,62,510188.304299598,NA,"0.2",16.00357522
"Malawi",2007,1.20305201393505,51,315242.735228438,NA,"11.4",19.74197454
"Malaysia",2007,2.12585020769443,74.5,9810242.73771014,NA,"0.5",261.89762617
"Mali",2007,2.20729927007299,58,516061.014676926,NA,"1.1",29.60668871
"Malta",2007,0.655643342926802,80.9,21562099.3793234,NA,"0.1",1580.86880798
"Mauritius",2007,0.149181617809269,72.7,9301970.75963926,NA,"0.8",316.61776744
"Mexico",2007,0.461405838488678,75.6,12666164.777353,92.795173446959,"0.3",564.18530268
"Moldova",2007,0.516567875867841,70,1095347.54758403,NA,"0.4",133.92651616
"Mongolia",2007,1.33558023356221,64.4,1419446.84628606,NA,"0.06",73.57494515
"Montenegro",2007,1.74969510909853,75.6,4329223.25787238,NA,NA,458.43460853
"Morocco",2007,3.2016019368637,73.1,3317710.8002,NA,"0.1",125.48391677
"Mozambique",2007,0.853867035178027,53.2,678127.628087856,NA,"11.4",17.68416765
"Namibia",2007,2.59016446255698,57.5,5197025.30914706,76.4865939351924,"14.3",283.31069475
"Nepal",2007,1.54734572913618,68.1,489074.522609448,NA,"0.4",NA
"Netherlands",2007,1.46701575625292,80.2,53937235.392575,NA,"0.2",4625.9037923
"New Zealand",2007,1.01009272525574,80.1,30785005.4271254,NA,"0.1",2694.32672044
"Nicaragua",2007,0.790760546984196,76.8,2345720.27282684,NA,"0.2",92.67874475
"Nigeria",2007,0.584454309953586,58.3,952428.331969374,NA,"3.6",67.78948131
"Norway",2007,1.49316372165822,80.6,83808420.4299848,NA,"0.1",7312.73739031
"Oman",2007,10.3221401526907,76,20784571.886142,NA,"0.1",402.95451939
"Pakistan",2007,3.57430819553126,63.8,1287717.03647892,NA,"0.1",22.55588066
"Papua New Guinea",2007,0.595808064687733,58.2,1312714.27284642,NA,"0.9",32.16138336
"Paraguay",2007,0.773837128069118,74,2900369.13238742,94.5582182312472,"0.3",121.53768609
"Peru",2007,1.16770914806807,77.9,5451630.48995034,89.5908130156422,"0.4",193.60278568
"Philippines",2007,1.34866905996499,69.7,2566934.74081198,NA,"0.06",57.27511105
"Poland",2007,2.02033249570635,75.2,11864948.8208809,NA,"0.1",717.18267091
"Portugal",2007,1.88401551625569,79.2,23931993.2226576,NA,"0.5",2183.25345047
"Qatar",2007,2.2072104741479,77.3,62848644.5864804,93.0827407826684,"0.06",1640.14939832
"Romania",2007,1.54035684045145,73.3,5191192.17138838,NA,"0.1",415.37331832
"Russia",2007,3.44085884597309,67.7,5777694.70974932,NA,"0.9",487.97071974
"Rwanda",2007,1.4867706754047,63.1,609186.007623244,NA,"2.9",36.48873496
"Saudi Arabia",2007,9.21423679372676,78.2,18728977.3449792,NA,NA,577.88497552
"Senegal",2007,1.70329852261848,63,1101295.27515228,NA,"0.8",56.47056094
"Serbia",2007,2.49428364052626,74,2333895.13404558,NA,"0.1",546.60029514
"Seychelles",2007,1.49384885764499,72.6,16839431.6535931,NA,NA,413.69361652
"Sierra Leone",2007,1.77184064304855,53,502834.034258188,NA,"1.6",38.98560439
"Singapore",2007,3.67073396744166,80.4,62493993.6974826,NA,"0.1",1232.1869413
"Slovak Republic",2007,1.51180524615623,74.6,16189749.0173703,NA,"0.06",1077.31465085
"Slovenia",2007,1.46402093094245,78.2,26755830.6599348,NA,"0.06",1824.55512314
"South Africa",2007,1.34407308853106,53,7408168.53238468,88.7172506703813,"18",495.22055778
"Spain",2007,1.16022146661337,80.8,32702222.1624106,97.9388424191447,"0.4",2724.87263119
"Sri Lanka",2007,3.26935457910832,74.4,2276733.67705126,NA,"0.06",59.48507825
"Swaziland",2007,2.02646488777754,44.3,3546913.17794878,NA,"25.8",155.75306785
"Sweden",2007,1.38076620160217,80.9,66518525.697243,NA,"0.1",4508.45027825
"Switzerland",2007,0.811935383169706,81.7,77967750.6489184,NA,"0.4",6050.91185887
"Syria",2007,4.09847033391383,75.9,2836102.2929286,NA,NA,79.38885487
"Tanzania",2007,0.988142153990116,59.1,821367.23782,NA,"5.9",23.33057817
"Thailand",2007,1.34894243499593,73.8,5125444.31925546,NA,"1.4",129.84103099
"Timor-Leste",2007,4.51342601409255,69.2,649272.851752704,50.6,NA,57.83165879
"Tunisia",2007,1.26117058284527,76.6,5843987.1535904,77.1904021460574,"0.06",216.59936985
"Turkey",2007,2.31599854949324,77.4,10647365.9750483,88.6558975921975,"0.06",553.41473
"Uganda",2007,2.25614692661325,55.3,678124.165819008,NA,"6.3",37.47946695
"Ukraine",2007,2.87000281658483,67.6,2251919.41167064,NA,"1.1",195.9739908
"United Arab Emirates",2007,3.8439712422051,75.6,56854196.9655492,NA,NA,1204.34670428
"United Kingdom",2007,2.34585956995183,79.5,59542606.6964584,NA,"0.2",3880.8170405
"United States",2007,3.98917761320174,78.1,77421770.8830738,NA,"0.6",7437.29229818
"Uruguay",2007,1.83922839671924,75.7,15370449.0008848,97.863891345954,"0.5",562.05182559
"Venezuela",2007,1.2893467737979,74.4,11555257.1358126,95.1546396283597,NA,476.58041715
"Vietnam",2007,2.51242660977604,73.8,1247914.96518629,NA,"0.4",58.39865326
"Yemen",2007,4.85072348722524,65.2,1150498.74025516,NA,NA,57.43722082
"Zambia",2007,1.29018853217507,49,770245.645124162,61.4282878037335,"13.7",55.8525079
"Zimbabwe",2007,2.60773433907859,46.4,679309.765825968,NA,"16.1",NA
"Afghanistan",2008,1.91283333333333,52.8,NA,NA,NA,31.80972721
"Albania",2008,1.97150735294118,76.8,3608838.83098778,95.9386397822897,NA,275.14252038
"Algeria",2008,3.02454043285339,75.5,4347575.80570948,NA,"0.1",185.84823354
"Angola",2008,3.75227736231147,56.7,1245133.75807939,NA,"2",148.87881676
"Argentina",2008,0.849085439717752,75.4,19871668.4915257,NA,"0.5",698.45126835
"Armenia",2008,3.39103929356973,72.3,3040067.86174026,NA,"0.1",142.71827452
"Australia",2008,1.87342925093191,81.6,50381441.2529646,NA,"0.1",4229.03306558
"Austria",2008,0.904698936247351,80.4,54611846.5891954,NA,"0.3",5153.35866142
"Azerbaijan",2008,3.29121114577001,69.2,4221940.85542262,NA,"0.1",233.86044575
"Bahrain",2008,3.01138985355903,77.6,25010425.0894708,NA,NA,793.46605183
"Bangladesh",2008,1.11858729139735,68.3,1017111.54509014,NA,"0.06",NA
"Belarus",2008,1.4538780868906,70,5020556.96025946,NA,"0.2",373.3470911
"Belgium",2008,1.24081585519003,79.6,50164748.2532906,NA,"0.2",4754.27522232
"Belize",2008,1.37147048038137,70.7,7368149.45636622,NA,"2.4",218.95707454
"Benin",2008,1.01249749381808,59.7,747013.373492596,NA,"1.2",33
"Bolivia",2008,1.96447597493518,71.2,2364929.27521768,90.6981056181136,"0.2",85.35091165
"Bosnia and Herzegovina",2008,1.25610888969668,77.5,4445129.10379774,NA,NA,505.60255386
"Botswana",2008,2.47232108933113,53.2,8446468.30186414,NA,"24.9",535.99084407
"Brazil",2008,1.53353798095379,73.2,8957618.37830556,90.0366199363756,"0.45",714.98985619
"Brunei",2008,2.51496477578574,76.9,35445316.7686096,NA,NA,877.06180369
"Bulgaria",2008,2.00302963995105,73.2,5323280.27786326,NA,"0.1",474.17284604
"Burkina Faso",2008,1.47346217079753,58,540249.719434042,NA,"1.2",36.5127274
"Burundi",2008,2.70592930198939,59.1,271724.891914476,86.9478703795691,"3.5",18.31932186
"Cambodia",2008,1.04364272260845,66.1,1076266.91108895,77.5865427269882,"0.6",38.85543014
"Cameroon",2008,1.45827453194092,56.6,1300072.19447423,NA,"5.3",63.83446755
"Canada",2008,1.28718774517936,80.8,52203528.1422016,NA,"0.2",4622.62643606
"Cape Verde",2008,0.549485420220266,70.4,3654042.60815044,NA,NA,155.65526461
"Central African Republic",2008,1.58907657657658,46.8,455205.979152238,NA,"5.1",18.49351603
"Chad",2008,7.31837606837607,54.3,566550.05496281,NA,"3.4",28.03009406
"Chile",2008,3.34903490432277,78.5,13162715.9043209,98.6490080207966,"0.4",764.79717839
"China",2008,2.03155322494156,73.4,4065229.96059868,NA,NA,156.59905287
"Colombia",2008,3.70241790132568,76.2,6262355.33575862,93.378176366906,"0.5",376.99900347
"Congo, Dem. Rep.",2008,1.37039863533312,57.5,202207.702448124,NA,NA,13.70413496
"Congo, Rep.",2008,1.19423123635022,58.8,2261085.68395552,NA,"3.5",80.40646768
"Cote d'Ivoire",2008,1.57367282442489,55.4,1149870.19340808,NA,"3.7",71.8341187
"Croatia",2008,1.85383397342922,76.2,13586898.180718,NA,"0.06",1224.05169259
"Cuba",2008,3.2957165552197,77.6,8675553.90465372,NA,"0.1",584.63866145
"Cyprus",2008,1.79325504714525,80,31241332.218,NA,NA,1917.63775016
"Czech Republic",2008,1.29474216761152,77.1,16083949.0687907,NA,"0.06",1473.82837181
"Denmark",2008,1.3923493228197,78.9,64640201.0802728,NA,"0.2",6345.45678188
"Djibouti",2008,3.69208038163524,61.8,1738170.96135928,NA,"2.6",82.4769433
"Dominican Republic",2008,0.737804495829999,74.1,7461819.70420828,NA,"0.9",269.10607004
"Ecuador",2008,3.03642283268956,74.7,3421066.11940944,NA,"0.4",270.06460048
"Egypt",2008,2.2930206588498,70.2,3717716.89410768,NA,"0.06",101.23318902
"El Salvador",2008,0.975222808081751,73.7,5259875.80951448,83.951304976523,"0.8",215.93487107
"Estonia",2008,2.1221514222691,74.2,13567806.7680481,NA,"1.2",1057.76180424
"Ethiopia",2008,1.50099226076509,60,381726.430174258,NA,NA,14.04323536
"Fiji",2008,1.49242567755077,64.9,4592196.71929794,NA,"0.1",153.0510915
"Finland",2008,1.32924004955028,79.6,57579087.705477,NA,"0.1",4253.8644363
"France",2008,2.33101161548628,81.1,46732805.232471,NA,"0.4",4940.96210783
"Georgia",2008,8.51906989440118,71.8,2498009.23708052,NA,"0.1",261.87692087
"Germany",2008,1.32686555097421,80,51240150.7845712,NA,"0.1",4718.15917267
"Ghana",2008,0.397632348464877,62,672703.680323104,NA,"1.8",68.51149554
"Greece",2008,3.0993430763546,80.2,29423220.9733904,NA,"0.1",3078.40821387
"Guatemala",2008,0.425522566384393,71.2,3784665.2146209,NA,"0.8",198.5067007
"Guyana",2008,1.35094060101404,65,2253943.28934002,NA,"1.2",153.50783449
"Honduras",2008,0.953825924469553,71.8,2881360.10916372,NA,"0.8",115.68858452
"Hungary",2008,1.21106852576857,73.9,11894316.617252,NA,"0.06",1118.72597813
"Iceland",2008,0.046424196926691,82.4,75854238.0889968,NA,"0.3",4929.15294483
"India",2008,2.55059312835398,64.7,1378546.39263933,NA,"0.32",43.12475092
"Indonesia",2008,0.633480984934022,69.4,2104866.77786286,92.192300708239,"0.2",53.36093578
"Iran",2008,1.91983400912436,73.1,4296460.84131728,85.018766983634,"0.2",276.56244084
"Iraq",2008,3.3204498008384,66.6,1487382.67721435,NA,NA,160.73176522
"Ireland",2008,0.600588592188968,80.1,60261280.8362738,NA,"0.2",5241.04343506
"Israel",2008,7.11493970108988,80.6,43882211.4347752,NA,"0.2",2073.08312967
"Italy",2008,1.78751925132201,81.5,39806913.8844942,NA,"0.3",3471.67858616
"Jamaica",2008,0.92861328125,75.1,NA,NA,"1.7",272.32557757
"Japan",2008,0.950301600548912,82.5,80866002.621556,NA,"0.06",3253.10202246
"Jordan",2008,6.10514255439336,76.9,4995078.63394156,NA,NA,329.55214282
"Kazakhstan",2008,1.15243836772068,67.1,4760170.60771086,NA,"0.1",329.80684978
"Kenya",2008,1.9011232144405,60.8,912500.973619776,NA,"6.3",32.99259206
"South Korea",2008,2.79925467518299,79.8,30699699.7333854,NA,"0.06",1237.40068635
"Kuwait",2008,3.03129732458354,77.3,50616169.8472606,93.9062059463896,NA,1116.62940353
"Kyrgyz Republic",2008,3.41663656785213,67.3,752374.06236023,NA,"0.2",56.32633626
"Lao",2008,0.315107423367167,62.5,980595.065677084,NA,"0.2",38.74417838
"Latvia",2008,1.72965151475467,72.4,12111329.6168437,NA,"0.6",974.29906376
"Lebanon",2008,3.8879700077186,77.8,11790164.4110681,NA,"0.1",555.76301814
"Lesotho",2008,1.68240925704128,44.5,931387.494166174,NA,"23.6",66.26062832
"Liberia",2008,0.459355025076916,59.9,456224.629589062,NA,"1.6",27.47533374
"Libya",2008,1.18070175438596,75.6,15730508.7521939,NA,NA,468.62516883
"Lithuania",2008,1.40918791236462,72.1,12082818.0392869,NA,"0.1",934.40671484
"Macedonia, FYR",2008,1.75576909438358,74.5,4420396.55257374,NA,NA,326.64042808
"Madagascar",2008,1.09657539504129,62.2,530732.72228435,NA,"0.2",21.642137
"Malaysia",2008,1.98216655570665,74.5,10115653.3266233,NA,"0.5",306.35306225
"Mali",2008,1.97546639407105,58.5,525405.62629811,NA,"1",33.62161099
"Malta",2008,0.655022432275078,80.7,22344563.085872,NA,"0.1",1596.18750451
"Mauritania",2008,3.44251544773774,67.9,1231125.45183922,NA,"0.7",47.27623307
"Mauritius",2008,0.158941001827167,72.9,9751985.47700538,NA,"0.9",395.07092927
"Mexico",2008,0.451324556856096,75.4,12654026.3507711,92.9255965233568,"0.3",597.703288
"Moldova",2008,0.608694525857558,70.4,1182646.92324692,NA,"0.4",193.56839177
"Mongolia",2008,1.1870364845867,64.8,1520884.91638718,NA,"0.06",120.31288077
"Montenegro",2008,1.88292729405199,76,4618943.94565478,NA,NA,573.91692048
"Morocco",2008,3.31338200431738,73.3,3467067.726,55.1479200284787,"0.1",147.36903771
"Mozambique",2008,0.846238619852585,54,707522.191498746,NA,"11.4",18.09859681
"Namibia",2008,3.0159295917528,59.1,5271224.2394792,NA,"13.7",275.23664539
"Nepal",2008,1.5999352669869,68.4,509388.509988918,NA,"0.4",NA
"Netherlands",2008,1.42107148924861,80.3,54696948.7190602,NA,"0.2",5236.86553894
"New Zealand",2008,1.06649530312828,80.3,30022367.7098246,NA,"0.1",2820.19798906
"Nicaragua",2008,0.68776960933228,77,2382957.16842428,NA,"0.2",105.21340786
"Niger",2008,0.998045494240446,58,359662.280554632,NA,"0.8",19.45087717
"Nigeria",2008,0.781981835213619,59.2,984533.978400016,51.0776583634164,"3.6",79.29829413
"Norway",2008,1.4036409035616,80.8,82799418.055225,NA,"0.1",8070.92644725
"Oman",2008,7.6219512195122,76.2,22771279.5953972,86.621143015384,"0.1",479.01366884
"Pakistan",2008,3.42679736009685,64.1,1284855.07465725,55.5263669974703,"0.1",22.06499551
"Papua New Guinea",2008,0.462363602737193,58.6,1367952.96304851,NA,"0.9",39.89054017
"Paraguay",2008,0.72882640744085,74,2967478.14243934,93.2920839884977,"0.3",162.0668094
"Peru",2008,1.09331594354818,78.2,5923575.9630025,NA,"0.4",256.32945861
"Philippines",2008,1.30365576419886,69.8,2628451.93515908,95.4200993038814,"0.06",64.67885035
"Poland",2008,1.73980267078135,75.4,12471510.3438413,NA,"0.1",972.5138999
"Portugal",2008,1.91007139655001,79.4,23898229.2873648,NA,"0.5",2383.88095707
"Qatar",2008,2.20554515229105,77.9,62428710.513245,93.9897325281058,"0.06",1635.51268344
"Romania",2008,1.49972517605599,73.2,5689283.34305064,NA,"0.1",516.84724414
"Russia",2008,3.50801969752812,67.9,6087331.19760312,NA,"1",560.70749417
"Rwanda",2008,1.43605666601979,64.1,657307.568356334,NA,"2.9",44.07976003
"Saudi Arabia",2008,8.02488938455656,78.3,19026754.3458202,NA,NA,581.01746674
"Senegal",2008,1.62009147371665,63.5,1111813.97382885,NA,"0.8",65.58605669
"Serbia",2008,2.32750843761262,74.3,2432918.53393804,NA,"0.1",673.41551388
"Seychelles",2008,1.15374089958779,72.9,16303425.9003988,NA,NA,358.7704108
"Sierra Leone",2008,1.20607038288525,53.6,518005.813746328,NA,"1.6",47.99418931
"Singapore",2008,4.19574021179597,80.6,60263234.3617716,NA,"0.1",1434.29888612
"Slovak Republic",2008,1.48708005696983,74.9,17091261.9915002,NA,"0.06",1398.66914518
"Slovenia",2008,1.51825953894572,78.7,27672378.4477228,NA,"0.06",2257.5292104
"South Africa",2008,1.32260656565165,53.4,7591953.81171202,NA,"17.9",481.77771676
"Spain",2008,1.1726970100639,81.1,32503673.865975,97.6306077427017,"0.4",3131.31302629
"Sri Lanka",2008,3.7182449974301,74,2390962.16903232,90.5579505067227,"0.06",67.73599135
"Swaziland",2008,2.20868240670221,45.1,3589558.11803526,NA,"25.9",162.10472067
"Sweden",2008,1.23926449293454,81.1,65597468.4985646,NA,"0.1",4865.99115069
"Switzerland",2008,0.814454110838955,82,78649462.241929,NA,"0.4",6998.97074141
"Syria",2008,3.55001658446688,76.1,2904515.37017354,NA,NA,89.88517194
"Tanzania",2008,0.936175456760292,60.4,857518.31184,NA,"5.8",26.75674493
"Thailand",2008,1.56379639547133,73.9,5216494.51941724,NA,"1.3",158.41721834
"Timor-Leste",2008,3.56390977443609,69.9,722277.316342132,NA,NA,63.64118292
"Togo",2008,1.80213878642137,57.5,516077.191062164,NA,"3.2",37.45616559
"Tunisia",2008,1.28941486245036,76.8,6046796.10142026,77.5611313875685,"0.06",246.21716072
"Turkey",2008,2.29839166763323,77.8,10576832.1746364,NA,"0.06",623.77323607
"Uganda",2008,2.53896759016207,56,713670.3537954,NA,"6.4",45.31764489
"Ukraine",2008,2.67294337043381,67.8,2316221.12782674,NA,"1.1",259.64421464
"United Arab Emirates",2008,4.26320218427059,75.6,51147463.5042484,NA,NA,1526.89647496
